JoinField,UNIQUE_ID,COUNTYFP,Parish,Precinct,G24PREDHAR,G24PRERTRU,G24PRETOT,G24A1NO,G24A1YES,G24PRELOLI,G24PREOCRU,G24PREOFRU,G24PREOKEN,G24PREOPRE,G24PREOSON,G24PREOSTE,G24PREOTER,G24PREOWES,GCON01DMAN,GCON01NHYE,GCON01RARR,GCON01RSCA,GCON01RSHA,GCON02DCAR,GCON02DDAV,GCON02RGRA,GCON02RLYN,GCON02RPER,GCON03DGON,GCON03DSUM,GCON03RHIG,GCON03RJOH,GCON04RJOH,GCON04RMOR,GCON05DVAL,GCON05RLET,GCON05RMEN,GCON06DAND,GCON06DFIE,GCON06DJON,GCON06DWIL,GCON06RGUI
057;5-1,Lafourche-5-1,057,Lafourche,05 01,108,621,745,107,606,7,0,0,3,0,0,6,0,0,0,0,0,0,0,106,14,307,225,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057;5-1A,Lafourche-5-1A,057,Lafourche,05 01A,63,383,457,82,344,3,0,0,5,0,1,2,0,0,0,0,0,0,0,82,6,176,142,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057;5-2,Lafourche-5-2,057,Lafourche,05 02,71,488,560,105,391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,18,423,29,0,0,0,0,0,0,0,0,0,0
057;5-3,Lafourche-5-3,057,Lafourche,05 03,259,229,497,89,385,3,0,0,0,0,1,5,0,0,0,0,0,0,0,239,22,110,83,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057;6-1,Lafourche-6-1,057,Lafourche,06 01,97,772,883,157,692,0,0,0,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,67,38,701,36,0,0,0,0,0,0,0,0,0,0
057;6-2,Lafourche-6-2,057,Lafourche,06 02,88,1276,1382,252,994,8,0,0,3,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,93,31,979,107,0,0,0,0,0,0,0,0,0,0
057;6-3,Lafourche-6-3,057,Lafourche,06 03,93,647,745,152,526,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,88,23,504,42,0,0,0,0,0,0,0,0,0,0
057;6-4,Lafourche-6-4,057,Lafourche,06 04,63,518,581,168,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,16,323,31,0,0,0,0,0,0,0,0,0,0
057;6-5,Lafourche-6-5,057,Lafourche,06 05,102,1182,1297,250,973,0,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,97,27,957,109,0,0,0,0,0,0,0,0,0,0
057;7-1,Lafourche-7-1,057,Lafourche,07 01,14,107,126,18,96,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,4,81,10,0,0,0,0,0,0,0,0,0,0
057;7-2,Lafourche-7-2,057,Lafourche,07 02,33,326,363,57,275,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,7,274,19,0,0,0,0,0,0,0,0,0,0
057;7-3,Lafourche-7-3,057,Lafourche,07 03,23,225,254,50,195,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,19,4,191,12,0,0,0,0,0,0,0,0,0,0
057;7-4,Lafourche-7-4,057,Lafourche,07 04,359,207,570,138,375,2,0,0,2,0,0,0,0,0,209,20,26,198,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057;8-1,Lafourche-8-1,057,Lafourche,08 01,42,545,594,68,490,2,0,0,2,0,0,3,0,0,33,4,28,515,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057;9-1,Lafourche-9-1,057,Lafourche,09 01,67,488,557,43,383,0,0,0,2,0,0,0,0,0,48,5,34,437,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057;9-2,Lafourche-9-2,057,Lafourche,09 02,48,369,423,72,322,2,1,0,3,0,0,0,0,0,31,1,25,343,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
059;10-1,Lasalle-:-10-1,059,Lasalle,10 01,226,122,351,98,203,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,139,11,0,0,0,0,0
059;1-1,Lasalle-1-1,059,Lasalle,01 01,7,173,182,81,88,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,145,14,0,0,0,0,0
059;1-2,Lasalle-1-2,059,Lasalle,01 02,5,84,89,39,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,5,0,0,0,0,0
059;1-3,Lasalle-1-3,059,Lasalle,01 03,27,549,577,168,379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,538,12,0,0,0,0,0
059;2-1,Lasalle-2-1,059,Lasalle,02 01,49,697,752,249,459,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,645,49,0,0,0,0,0
059;3-1,Lasalle-3-1,059,Lasalle,03 01,18,456,477,125,334,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,424,35,0,0,0,0,0
059;3-2,Lasalle-3-2,059,Lasalle,03 02,20,262,283,87,176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,249,11,0,0,0,0,0
059;4-2,Lasalle-4-2,059,Lasalle,04 02,20,429,452,136,297,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,410,18,0,0,0,0,0
059;4-3,Lasalle-4-3,059,Lasalle,04 03,5,122,132,50,78,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,121,3,0,0,0,0,0
059;5-1,Lasalle-5-1,059,Lasalle,05 01,32,390,433,138,277,1,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,390,18,0,0,0,0,0
059;6-2,Lasalle-6-2,059,Lasalle,06 02,58,369,431,147,269,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,333,35,0,0,0,0,0
059;7-1,Lasalle-7-1,059,Lasalle,07 01,13,549,564,230,295,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,530,26,0,0,0,0,0
059;7-2,Lasalle-7-2,059,Lasalle,07 02,22,237,263,83,170,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,227,21,0,0,0,0,0
059;8-2,Lasalle-8-2,059,Lasalle,08 02,0,140,140,52,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,9,0,0,0,0,0
059;8-3,Lasalle-8-3,059,Lasalle,08 03,9,171,180,61,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,157,12,0,0,0,0,0
059;8-5,Lasalle-8-5,059,Lasalle,08 05,2,109,111,37,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,14,0,0,0,0,0
059;8-7,Lasalle-8-7,059,Lasalle,08 07,13,350,363,133,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,327,11,0,0,0,0,0
059;9-1,Lasalle-9-1,059,Lasalle,09 01,13,460,476,138,310,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,436,19,0,0,0,0,0
059;9-2,Lasalle-9-2,059,Lasalle,09 02,2,171,174,48,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,163,3,0,0,0,0,0
059;9-3,Lasalle-9-3,059,Lasalle,09 03,5,111,118,44,72,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,114,2,0,0,0,0,0
059;9-5,Lasalle-9-5,059,Lasalle,09 05,0,72,72,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,0,0,0,0
061;10-1,Lincoln-:-10-1,061,Lincoln,10 01,370,23,394,114,236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,137,0,0,0,0,0,0,0,0
061;10-2,Lincoln-:-10-2,061,Lincoln,10 02,12,60,72,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,0,0,0,0,0,0,0,0
061;10-3,Lincoln-:-10-3,061,Lincoln,10 03,33,135,168,55,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,20,0,0,0,0,0,0,0,0
061;10-4,Lincoln-:-10-4,061,Lincoln,10 04,321,25,348,124,141,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,72,0,0,0,0,0,0,0,0
061;10-5,Lincoln-:-10-5,061,Lincoln,10 05,70,10,80,33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,0,0,0,0,0,0,0,0
061;10-6,Lincoln-:-10-6,061,Lincoln,10 06,29,102,131,33,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,16,0,0,0,0,0,0,0,0
061;1-1,Lincoln-1-1,061,Lincoln,01 01,538,27,576,171,326,0,2,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,173,0,0,0,0,0,0,0,0
061;11-1,Lincoln-:-11-1,061,Lincoln,11 01,366,64,434,132,254,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,126,0,0,0,0,0,0,0,0
061;11-3,Lincoln-:-11-3,061,Lincoln,11 03,68,12,80,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,0,0,0,0,0,0
061;11-4,Lincoln-:-11-4,061,Lincoln,11 04,163,85,258,67,157,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,58,0,0,0,0,0,0,0,0
061;11-5,Lincoln-:-11-5,061,Lincoln,11 05,54,74,128,53,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,29,0,0,0,0,0,0,0,0
061;1-2,Lincoln-1-2,061,Lincoln,01 02,197,108,311,86,197,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,99,0,0,0,0,0,0,0,0
061;12-1,Lincoln-:-12-1,061,Lincoln,12 01,281,251,542,167,340,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,142,0,0,0,0,0,0,0,0
061;12-2,Lincoln-:-12-2,061,Lincoln,12 02,10,8,19,8,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0
061;12-3,Lincoln-:-12-3,061,Lincoln,12 03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
061;12-4,Lincoln-:-12-4,061,Lincoln,12 04,4,0,5,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
061;12-6,Lincoln-:-12-6,061,Lincoln,12 06,85,39,124,27,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,27,0,0,0,0,0,0,0,0
061;1-3,Lincoln-1-3,061,Lincoln,01 03,120,35,161,37,115,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,43,0,0,0,0,0,0,0,0
061;2-1,Lincoln-2-1,061,Lincoln,02 01,399,50,453,137,266,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,139,0,0,0,0,0,0,0,0
061;3-1,Lincoln-3-1,061,Lincoln,03 01,267,302,580,188,330,2,0,0,2,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,106,0,0,0,0,0,0,0,0
061;3-2,Lincoln-3-2,061,Lincoln,03 02,128,489,621,200,379,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,63,0,0,0,0,0,0,0,0
061;3-3,Lincoln-3-3,061,Lincoln,03 03,116,255,378,126,232,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,70,0,0,0,0,0,0,0,0
061;3-4,Lincoln-3-4,061,Lincoln,03 04,108,414,525,179,302,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,74,0,0,0,0,0,0,0,0
061;3-5,Lincoln-3-5,061,Lincoln,03 05,35,296,339,90,228,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,34,0,0,0,0,0,0,0,0
061;3-6,Lincoln-3-6,061,Lincoln,03 06,6,102,108,20,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0,0
061;4-1,Lincoln-4-1,061,Lincoln,04 01,43,292,339,102,214,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,27,0,0,0,0,0,0,0,0
061;4-2,Lincoln-4-2,061,Lincoln,04 02,217,257,482,157,238,0,1,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,49,0,0,0,0,0,0,0,0
061;4-3,Lincoln-4-3,061,Lincoln,04 03,42,847,896,351,479,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,40,0,0,0,0,0,0,0,0
061;4-4,Lincoln-4-4,061,Lincoln,04 04,54,412,467,126,316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,54,0,0,0,0,0,0,0,0
061;4-5,Lincoln-4-5,061,Lincoln,04 05,58,290,352,104,222,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,18,0,0,0,0,0,0,0,0
061;4-6,Lincoln-4-6,061,Lincoln,04 06,19,133,154,49,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,18,0,0,0,0,0,0,0,0
061;5-1,Lincoln-5-1,061,Lincoln,05 01,95,578,682,222,397,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,65,0,0,0,0,0,0,0,0
061;5-2,Lincoln-5-2,061,Lincoln,05 02,54,895,961,353,560,6,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,74,0,0,0,0,0,0,0,0
061;5-3,Lincoln-5-3,061,Lincoln,05 03,41,578,634,212,379,6,1,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,52,0,0,0,0,0,0,0,0
061;5-4,Lincoln-5-4,061,Lincoln,05 04,97,568,681,238,401,3,0,0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,61,0,0,0,0,0,0,0,0
061;6-1,Lincoln-6-1,061,Lincoln,06 01,377,634,1031,287,689,5,0,0,3,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,214,0,0,0,0,0,0,0,0
061;6-2,Lincoln-6-2,061,Lincoln,06 02,17,81,99,35,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,13,0,0,0,0,0,0,0,0
061;6-3,Lincoln-6-3,061,Lincoln,06 03,64,139,205,63,133,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,40,0,0,0,0,0,0,0,0
061;6-4,Lincoln-6-4,061,Lincoln,06 04,62,25,87,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13,0,0,0,0,0,0,0,0
061;6-5,Lincoln-6-5,061,Lincoln,06 05,29,14,43,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0
061;6-6,Lincoln-6-6,061,Lincoln,06 06,12,27,39,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0
061;7-1,Lincoln-7-1,061,Lincoln,07 01,41,186,230,79,141,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,16,0,0,0,0,0,0,0,0
061;7-2,Lincoln-7-2,061,Lincoln,07 02,385,971,1399,401,947,11,1,0,3,5,4,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,205,0,0,0,0,0,0,0,0
061;8-1,Lincoln-8-1,061,Lincoln,08 01,168,203,372,90,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,72,0,0,0,0,0,0,0,0
061;8-2,Lincoln-8-2,061,Lincoln,08 02,234,972,1237,359,796,5,0,0,8,3,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,142,0,0,0,0,0,0,0,0
061;8-3,Lincoln-8-3,061,Lincoln,08 03,17,17,35,4,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0
061;9-1,Lincoln-9-1,061,Lincoln,09 01,606,97,710,169,471,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,261,0,0,0,0,0,0,0,0
061;9-2,Lincoln-9-2,061,Lincoln,09 02,10,14,25,2,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0
061;9-3,Lincoln-9-3,061,Lincoln,09 03,8,2,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0
061;9-4,Lincoln-9-4,061,Lincoln,09 04,97,50,152,25,129,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,40,0,0,0,0,0,0,0,0
063;1,Livingston-0-1,063,Livingston,00 01,213,1426,1663,544,1045,5,2,0,6,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,1120,323,0,0,0,0,0
063;10,Livingston-0-10,063,Livingston,00 10,53,832,901,291,544,3,0,0,2,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,629,181,0,0,0,0,0
063;11,Livingston-0-11,063,Livingston,00 11,180,864,1051,356,601,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,675,187,0,0,0,0,0
063;11A,Livingston-0-11A,063,Livingston,00 11A,59,959,1026,381,586,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,754,201,0,0,0,0,0
063;12,Livingston-0-12,063,Livingston,00 12,188,846,1045,354,605,2,0,0,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,675,189,0,0,0,0,0
063;13A,Livingston-0-13A,063,Livingston,00 13A,45,491,541,181,314,2,0,0,0,0,0,3,0,0,25,3,62,270,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
063;13B,Livingston-0-13B,063,Livingston,00 13B,98,686,796,249,481,3,0,0,2,0,0,3,4,0,55,7,61,420,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
063;14,Livingston-0-14,063,Livingston,00 14,145,1151,1316,426,814,3,0,0,8,2,2,5,0,0,73,18,96,751,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
063;15,Livingston-0-15,063,Livingston,00 15,69,447,520,183,312,0,0,0,0,0,2,0,2,0,26,13,42,281,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
063;16,Livingston-0-16,063,Livingston,00 16,121,1324,1460,383,963,5,0,0,5,0,4,1,0,0,64,15,148,778,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
063;17,Livingston-0-17,063,Livingston,00 17,129,979,1120,290,756,6,0,0,5,0,0,1,0,0,65,10,106,595,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
063;18,Livingston-0-18,063,Livingston,00 18,78,1474,1560,482,961,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1124,319,0,0,0,0,0
063;18A,Livingston-0-18A,063,Livingston,00 18A,6,26,32,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,11,0,0,0,0,0
063;19,Livingston-0-19,063,Livingston,00 19,86,1123,1214,393,699,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,754,285,0,0,0,0,0
063;19A,Livingston-0-19A,063,Livingston,00 19A,35,315,357,134,205,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,264,59,0,0,0,0,0
063;1A,Livingston-0-1A,063,Livingston,00 01A,18,339,361,109,213,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,246,82,0,0,0,0,0
063;1B,Livingston-0-1B,063,Livingston,00 01B,106,774,897,262,595,3,0,0,3,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,667,143,0,0,0,0,0
063;1C,Livingston-0-1C,063,Livingston,00 01C,53,758,813,255,505,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,603,160,0,0,0,0,0
063;1D,Livingston-0-1D,063,Livingston,00 01D,208,1289,1511,443,978,5,0,0,0,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1046,304,0,0,0,0,0
063;2,Livingston-0-2,063,Livingston,00 02,209,1053,1281,404,819,3,2,0,9,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,849,243,0,0,0,0,0
063;20,Livingston-0-20,063,Livingston,00 20,35,235,270,115,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,185,53,0,0,0,0,0
063;21,Livingston-0-21,063,Livingston,00 21,519,989,1533,461,1003,5,1,0,6,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,728,302,0,0,0,0,0
063;21A,Livingston-0-21A,063,Livingston,00 21A,65,469,541,161,345,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,348,118,0,0,0,0,0
063;21B,Livingston-0-21B,063,Livingston,00 21B,49,341,399,136,245,3,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,268,84,0,0,0,0,0
063;22,Livingston-0-22,063,Livingston,00 22,41,614,656,223,368,0,0,0,1,0,0,0,0,0,26,5,70,330,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
063;23,Livingston-0-23,063,Livingston,00 23,141,1045,1209,346,821,8,0,0,9,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,858,227,0,0,0,0,0
063;23A,Livingston-0-23A,063,Livingston,00 23A,251,572,848,225,601,5,1,0,8,2,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,477,128,0,0,0,0,0
063;23B,Livingston-0-23B,063,Livingston,00 23B,131,507,654,169,454,6,0,0,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,381,145,0,0,0,0,0
063;23C,Livingston-0-23C,063,Livingston,00 23C,237,892,1137,290,802,1,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,693,248,0,0,0,0,0
063;24,Livingston-0-24,063,Livingston,00 24,211,935,1164,358,768,5,1,0,3,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,802,197,0,0,0,0,0
063;24B,Livingston-0-24B,063,Livingston,00 24B,88,481,583,153,408,1,0,0,3,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,399,124,0,0,0,0,0
063;24C,Livingston-0-24C,063,Livingston,00 24C,147,628,789,225,540,5,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,508,160,0,0,0,0,0
063;24D,Livingston-0-24D,063,Livingston,00 24D,163,463,639,146,438,1,0,0,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,366,117,0,0,0,0,0
063;25,Livingston-0-25,063,Livingston,00 25,108,409,529,138,356,1,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,305,105,0,0,0,0,0
063;26,Livingston-0-26,063,Livingston,00 26,123,594,739,179,544,6,0,0,9,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,525,134,0,0,0,0,0
063;26A,Livingston-0-26A,063,Livingston,00 26A,180,515,707,202,477,3,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,431,109,0,0,0,0,0
063;26B,Livingston-0-26B,063,Livingston,00 26B,170,537,723,208,484,9,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,414,139,0,0,0,0,0
063;26C,Livingston-0-26C,063,Livingston,00 26C,92,499,595,175,373,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,388,128,0,0,0,0,0
063;27,Livingston-0-27,063,Livingston,00 27,578,626,1213,517,603,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,497,157,0,0,0,0,0
063;28,Livingston-0-28,063,Livingston,00 28,143,535,689,233,425,6,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,420,143,0,0,0,0,0
063;29,Livingston-0-29,063,Livingston,00 29,86,790,890,344,473,3,3,1,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,627,187,0,0,0,0,0
063;2A,Livingston-0-2A,063,Livingston,00 02A,96,1023,1132,369,687,6,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,832,235,0,0,0,0,0
063;3,Livingston-0-3,063,Livingston,00 03,266,1426,1723,620,1070,12,0,0,11,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,1104,386,0,0,0,0,0
063;30,Livingston-0-30,063,Livingston,00 30,57,555,616,210,364,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,447,124,0,0,0,0,0
